source,review,label
Grab,tolong sistem hemat grab car di hilangkankarna driver klo penumpang pesan yg hematac gak mau di hidupkan dan pelayanan jelek sekalian aja itu gak ad opsi hemat nya,1
Maxim,najiss engga lagi deh pake maxim titik penjemputan di cilangkap depok tuhuan kramat jati jaktim bisa bisanya driver gak tau jalan nyasar sampe mall cibinong,1
Maxim,sangat hemat cuman agak kesal juga sama bapak bapak gojek yang semangat kerja bapak jangan sering bikin emosi,1
Maxim,drivernya bad attitude minta harga lebih dr aplikasinya dengan alasan sudah tidak ada promo padahal di aplikasi tercantum harga yang berbeda dengan yang di minta driver,1
Maxim,susah banget cari alamat yang bener yang ada gak bisa berkontribusi sama google map bikin sala turun rugiiiiu,1
Grab,baru pertama kali pesen grabcar diaplikasi 39rb tapi driver minta dibatalkan dengan alasan kehabisan cargo dan pilih offline alhasil driver minta ongkos 70rb not recommended,1
Maxim,banyak kendaraan roda duanya sudah tidak layak pakai kenapa harus diberikan jadi driver maxim pelayanan dan kenyamanan harus diutamakan,1
Maxim,aplikasi gojek apa yg selalu lama dalam jemput customer bilangnya 1 menit tp bisa datang 5 menit kemudian ga jelsss ga usah pakai apk ini,1
Maxim,tolong benerin apk nya dong sering gangguan muter2 terus abang ojolnya chat jadi ngga bisa dibales kita mau konfirm ke ojolnya jadi susan kasian ojolnya,1
Grab,driver cancel didepan mata saya saat di lobby bahkan saya sudar teriakteriak memanggil driver tersebut dibantu dengan orangorang sekitar saya yg menunggu jemputan juga ntah ada konsekuensinya atau tidak dari pihak grab,0
Grab,terimakasih dengan adanya grab sangat membantu dan memberikan kemudahan dalam perjalanan kepada setiap orang yang telah membutuhkan nya,1
Maxim,saya ingin mendaftar ulang sebagai driver tetapi sudah mengganti motor dan ktp di akun lama sudah terpakai apakah ada cara agar ktp lama saya bisa saya gunakan kembali,0
Grab,grab promonya mantep diskon 15rb jd kita bisa ngelebihin 15rb nya ke driver yg anter pesenan kita dehh mantulll pokonyaaa,1
Grab,drivernya tidak profesional karena harga gocar nya 6500 langsung minta dibatalkan dan menjadi alasan karena murah nya gocar jarak penjemputan nya jauh dan langsung minta di batalkan,0
Grab,buat driver kalo mau narik sediain dulu kembalian jangan nyusahin udah mah gamau nukerin malah diem,1
Grab,uda 3 hari pesan express gak dpt driver di chat ke adminnya katanya hujan org cerah bgtu masa iya sampai 3 hari plus hari ini 4 hari ujan setiap hari pdhl jaraknya cuman 15km,0
Maxim,mantaps n untuk harga lebih murah supir ramah mau angkut penumpang ga seperti sebelah 3 kali di cancel,1
Grab,sy pingin naik greb tapi tidak bisa mengisi daftar nya jadi tidak bisa pesengimana caranya,1
Maxim,gak bisa dicancel dichat pun gk bisa gak seperti aplikasi lain kasian drivernya tambahin menu chat kek di aplikasinya,0
Grab,8 sampek jam 9 belum dapat driver tapi di cancel gak bisa emang mau di suruh sampek berapa jam,0
Grab,kenapa aplikasi grab ga bisa buka buat pesan driver saya mau pesan driver lama banget tolong di perbaiki sistem operasi nyamksh ya,1
Maxim,sebagai saran untuk kedepannya lebih baik dan terbaik lagipihak maxim memberikan training atau edukasi aplikasi buat driver krn di area daerah makassar driver sebagian belum memahami tentang platform fee dan parking fee,1
Maxim,maxin sangat ribet menentukan lokasi tidak seperti gojek atau grab sangat kecewa mohon di evaluasi kembali apk maxim,1
Grab,beberapa x mengalami dpt driver grabcar yg sangat tidak sopanlebih enak naik gocar atau taxi bluebird,1
Grab,sangat membantu untuk perjalanan kami memudahkan untuk mencapai tempat yang dituju sehingga mempermudah mendapatkan sesuatu yang diinginkan,1
Grab,maaf saya kasih bintang 3 karena saya jarang dapat diskon promo grabbike dan maps driver kadang error jd driver putar arah agak jauh dari titik tempat tujuan,0
Grab,aneh banget driver yang minta cancel berkalikali lah jadi saya yang rugi karena kena biaya tunggakan kocak,1
Grab,sekarang grabcar pelayanannya buruk banget sumpah minta saya suruh cancel terus alesan jauh pdahal cuma 10menit gak lagi deh make grabcar,0
Maxim,tolong dong diperiksa semua driver nyaaa apalagi daerah jambi kalo malam banyak yang pada upping price sampe 2 kali lipat bukan nya ga mampu tapi masa sampe segitu nya,0
Maxim,nunggu driver lama kendaran tidak terawat nomor polisi juga sudah lama mati atribut udah kayak baju pengemis driver nya juga beda tidak patuh rambu lalulitas di perempatan dan suka ngebut mantan pembalap liar yaa driver nya sngat tidak mngutamakn keamanan dan knyamanan pelanggan,1
Maxim,driver maxim di tempat saya banyak tidak pakai atribut jadi raguu apakah drivernya sesuai di app atau tidak tolong dipantau di area parepare sulawesi selatan,1
Maxim,tolong dong driver maxim buat jaga kebersihan helm pernah dapat driver yang helm penumpang nya bau bikin ga nyaman,1
Maxim,baru pertama x pakai maxim udah dikasih bonus kereeen maxim sukses selalu buat para driver,0
Maxim,selama menggunakan maxim aman dan lancar driver juga ramah dan asik di ajak ngobrol meski saya juga jarang ngomong hehehhe harga juga lebih terjangkau dr platform transportasi lain good job maxim,1
Maxim,mohon penjelasan nya an nusron driver b 1961 rop kenapa tarif nya rp 97500 jadi rp 107000 berangkat sedangkan balik pulang tarifnya sesuai rp 99500 driver z 1517 em an wahyu hidayat ok,0
Maxim,trimakasih terbantu banget dgn driver maxim semoga pelayanan maxim semakin hari semakin baik driver juga ramah dan bersih,1
Grab,aplikasi yg pengen untungnya aja tidak mementingkan driver kalo ada perusahaan lain yg mau kerjasamabisnis dengan grab paling semangat tapi liat kalo driver nya ngeluh pengen mengungkapkan perasaan selama dilapangan ehh malah pura pura ga denger dasar kacang lupa kulitnya,1
Grab,untuk keseluruhan dll itu bagus tapi yah tapi yg gua heran driver banyak tpi yg mau nerimaambil itu yah tuhan banget gitu lama nya minta ampun tolong apa guna nya driver bnyak gua juga kerja jadi driver ngk mudah tpi kok ngini amat yah,1
Maxim,pliss maxim driver klo ada motor nya gak layak buat narik jangan di acc orang rata2 naik ojek buat ngejar waktu klo motor nya kaya naek sepeda sama aja boong,1
Grab,tolong buat pusat grab perbaiki lagi jangan dikit di tangguhkan dan buat para driver jngn gampang melaporkan krna laporan km menghilangkan rezeki driver lainnya,1
Maxim,hati dengan oknum driver yg ga bener pengalaman saja tadi pagi saya dipaksa buat dianterin sampai rumah padahal saya hanya pesan sampai terminal saja tapi saya tetep tidak mau karena sudah takut drivernya ga sopan,0
Maxim,trmksh bnyak driver sangat ramah dan baiktrmksh sdh membantu mngendong ank smp k rmh ank kondisi sakit trmksh sllu nerbuat baik ya omm,1
Grab,cara daftarnya susah dulu cuma masukan no tepon sama akun facbook sekarang tambah ribet saya penupang,1
Maxim,aplikasinya bagustapi drivernya kadang tidak ramahsistem report driver nya pun tidak ada jadi kurang banget lah kelengkapan fitur di aplikasi ini,1
Grab,masukan utk grabjgn memberikan driver terlalu jauh dari lokasi pemesan kadang di dekat ada driver malah memberikan driver yg jauh jg penumpang menunggu terlalu lama jadi blm bintang 5 ya,1
Grab,adillah dlm memberi sanksi jgn terima laporan fitnah dr cs lgsg akun driver disuspend tanpa pemberitahuan keslahan apa yg di perbuat,1
Maxim,yeeeemakacihhh di saat driver yg lain slalu pilih customer tpi driver ini dgn ramah dan sopan mau nganterinbukan soal ongkos tpi memang orgnya baik good job,1
Grab,ko sy mau daftar dsru masukin lokasi tpi gk muncul muncul yah lokasi ny udah sy ketik tp blm muncul yg di bawahnya kya masih mencari lokasi trs pdhl klo buka yg lain jaringan aman2 aja,0
Maxim,gakkkk rekomendasi gak gercep supirnya titik lokasi dimana jemput nya dimana pokoknya ga gercep lah supirnya padahal lagi buru buru,1
Grab,harganya jadi naik 2 lipat ngak seperti biasanya fitur grabbike hemat menghilang secara tiba tiba begitu saja,1
Maxim,kendaraan motor banyak yang tidak patuh aturan lalu lintas driver berbeda dengan nama pemilik dan banyak yang tidak ramah,1
Maxim,nyari terapisnya lama bngt gak dpt2 tp emang murah sih minta tolong di map nya ditambahi nama jalan klu mantau driver ato talent sampai mana biar gampang thx,1
Maxim,aneh sama ojol maxim jd double pembayaran tdny pake kasprolalu akhirny berpindah jadi tunai saya cek kaspro saya berkurang,0
Grab,pelayanan cs kurang baikdan tidak sopan sebaiknya tutup aja aplikasi inidi tambah driver nya sombong sombong,1
Grab,niat mau pesan grabcar di suruh selfie udah naik turun kepala suruh pasin ini itu ttp ga bisa verifikasi bikin emosi malahan,1
Grab,makin kesini makin g jelas banyak iklan nya org nunggu driver tiba2 d alihkan ke halaman iklan,0
Maxim,tolong di perbaiki tarifargo nya agar adil buat driver dan juga customer dan juga perbaiki sistem maps nya agar mudah di pahami,1
Grab,lelet bangetmalas pake grab padahal dulu pake aplikasi ini terus sekarang maaf saya beralih ke gojekkkkk,1
Grab,anak sy sakit trus di jemput sama ibu supir beliau mau mencari anak sy yg susah di hubungima ksh ibu supir sdh mau mencari anak sy yg sedang skt supirx bagus pelayananx,1
Grab,aplikasi susah di buka padahal sinyal lancar gk jelas bangetpadahal lagi butuh butuh nya buat nyari jemputanmalah susahalasannya sinyal tidak tersambungpadahal buat buka aplikasi lain gak ada kendalalancar banget malahan tolong perbaikan nya dari developer,0
Maxim,dahal ya bagus ini apk tpi driver nya banyak yang nolak dengan alasan hujan yakali mesen sepeda dahal mesen pakek mobil huft,1
Maxim,assalamualaikum bagi kk admin driver saya tinggal di padang kota sering dengar keluhan dari driver maxim nya di karna tempat penarikan uang ewallet nya tidak ada yg terdaftar di khusus padang kota kasian driver nya,0
Grab,semakin lama semakin ga jelas promo tersedia kok mau cari menu yang lain promonya hilang anehh tolong diperbaiki,0
Grab,saya tidak bisa request refund dana saya secara mandiri tolong aplikasi grab dipermudah cara request refund dana,0
Grab,dlu saya pernh memakai aplikasi gojek dan bagus pelayanan sekarg saya mendownload nya lagi karena dlu hp syg hilang,1
Grab,sekarang lihat perjalanan driver di maps jadi lompatlompat sulit dipantau tidak seperti kemaren titik lokasi perjalanan driver berurutan jadi mudah dipantau driver sudah sampai mana mohon diperbaiki,0
Maxim,kecewa berat sih percuma punya fitur ewallet klo smua drivernya di kota makssr gk ada yg make tolong fitur ewalletnya di fungsiin ya kak biar gak kalah saing sm kompetitor sblh,1
Maxim,peta belum real time saat penentuan lokasi tidak ada titik lokasi sayapenumpang jadi penumpang mengarahkan titik secara manual dan bs berpotensi salah titik driver ok dan ramah,0
Grab,aplikasi nya ngelag padahal sebelum nya lancar lancar aja hp nya di restart pun sama aja tolong di perbaiki lagi di karena sudah sering pakai grab,0
Grab,gak lgi lagi deh pke grab care kata nya diskon pas datang aplikasinya minta di cansel trus harga nya beda sama di aplikasi,1
Maxim,kak bagaimana cara daftar maxim audah berulang kali di daftar lewat pesan telpn bahkan pake kode perfikasi tetap tdk bisa,0
Maxim,aman nyaman dan ramah di kantong khususnya kalangan pelajar apalagi kalau drivernya ramah dan wangi itu lebih baik sukses selalu jasa maxim luar biasa,1
Grab,plis saya dapet driver yang nawar pengen di lebihin trs gaptek ngg tau cara scan tolong dr grab ada survei untuk setiap ojol yang bisa cara bayar scan,1
Maxim,pertama kali pakai dan itu mudah tapi setelah saya sampai di tujuan dan ingin memberikan bintang 5 sayang malah eror karena jaringankoneksi internet terputus saat perjalanan walaupun sudah di nyalakan kembali koneksi internet saya tetap saja tidak berfungsi saya harap kesalahan ini ada solusinya terimakasih,1
Grab,alhamdulillah nyampai dengan selamat dan lancarabang grabnya baikramah banget terimakasih buat abang grab semoga banyak pelangganya dan lancar rezekinya aamiin,1
Grab,susah banget klo mau ngecancel apalagi salah alamat parah ribetsusah banget buat ngecanceludh dibatalin malah masuk driver yg lain lieur,1
Grab,gajelas driver susah bgt buat respon bikin emosi apalagi dijam jam laper nunggu berjam jam karna driver gamerespon sama sekali,1
Maxim,sudah bagus tampilan aplikasinya tapi ada baiknya di tingkatkan terutama pemberitahuan rute perjalanan agar mudah dilihat,1
Grab,percuma ada voucher grab hemat ujung ujungnya driver minta di offline kan karena ongkos dianggap kemurahan hadeehhh auto uninstl,1
Grab,sumpah grab klo emang gak dpet driver harusnya bisa dibatalkan ada tulisan pusat bantuan tapi gk guna,1
Grab,makin kesini makin berat buka aplikasi lama loading ny ga kaya dulu driver juga kadang suka pake motor ga sesuai plat nomer yang terdaftar,1
Grab,mending hapus aja grab2 hemat itu mesan grab car di terima tp didiemin ditelpon jg gak ngangkat tolong ya grab kita butuh kadang urgent jg kebutuhannya kalau ketemu yg beginian ah sudah lah,1
Grab,bye grab aplikasi paling berat di gunain buat pengguna hp 4gb ram pake sgala video iklan lah sgala macem lah di masukin bukan nya makin ringan malah makin berat aja tu aplikasi gimana ga pada kabur ke gojek shoppe bye bye,1
Maxim,argo tidak sesuai pemesanan awal 13 600 kenapa pas selesai trip malah jadi 20100 ga ngerti permainan dari driver apa emang permainan dari aplikasinya jujur aja dr awal drpda tipu kek gini kesian orangbyg bawa uangnya pas2an,0
Grab,berdasarkan pengalaman saya akhir ini menggunakan grab kenapa mendapatkan driver jarak nya cukup jauh ya dari titik penjemputan,1
Grab,semakin bebas kendaraan tidak sesuai di aplikasi aplikasi cancel tidak ada sangsi yang bikin driver kapok,0
Maxim,driver nya kurang baik trs di cancel mulu sama drivernya jdi tolong dong lbh konsisten lagi,1
Grab,aplikasi yang sangat membantu dalam kegiatan seharihari pencarian driver yang cepat tampilan fitur juga simpel namun rapih,1
Grab,pernah dapet driver namanya ardiansyah dari bandara menuju apartement kalibata driver nya baik sekali ramah dan sangat membantu,1
Maxim,agak kurang enak suka lama banget dapet draivernya bisa sampe 20 menit nunggu cari draivernya dulu mah cepet 1 menit 2 menit langsung dapet,0
Grab,aplikasi diupdate malah makin jelk dam kadang saya suka dapat driver yang jauh yang membuat saya lama menunggu,1
Grab,hallo grab terima kasih untuk diskonnya yg banyak ini cuman map nya di di perbaiki karena driver sdh sampe di depan rumah tqpi d map driver masih d setengah jaln,0
Grab,aplikasinya bagus driver nya juga lama lama tapi tolong perbaiki aplikasinya lag parah padahal di hp saya ga ada aplikasi apa apa cuma grab wa dan tt saja tapi masih aja lag apk grab nya padahal kemarin kemarin ngga,1
Grab,tolong lebih peduli sama drivernya apa lagi kalau drivernya bener punya masalah jangan anggap driver lu robot driver dapat masalah malah lu tambah bikin susah driver lu kocak,1
Grab,tolong grab klo blm selesai ama satu penumpang jangan nerima penumpang yang lain lama di tungguin soal ny,1
Maxim,aplikasi ga jelas dreafer nya pada sengaja di lambatin di apk nya tulisan udah tiba pas di cek dreafer nya masih jauh lebih mending grab atau gojek lebih aman walapun harga sedikit mahal,1
Grab,sangat cepat cekatan pelayanan nya bagus terimakasih sudah mencari kan kendaraan dan pengemudi yg baik dan amanah dan ramah terimakasih,1
Grab,saya kecewa dengan driver grab yang kurang ajar apalagi driver grab malaysia rata2 pemalas tolong pihak grab malaysia di pertegas sedikit,1
Grab,udh ditunggu dari jam 5 ga otw otw driver nya akhir nya pas udh mau buka minta dibatalin lol,1
Grab,alhamdulillah untuk saat ni selalu dapat driver yg baik dan ramah semoga selalu menjaga keselamatan penumpang nya aamiiiin allahumma aamiiiin,1
Maxim,ga bagus banget tiap mencari driver lama sekali seperti sengaja apa karna biaya nya terlalu murah jadi driver tidak mau mengangkut mohon ditindak lanjut padahal posisi driver pada dekat semua,1
Grab,kl grab car atau bike tlg jangan kasih driver yg posisi macet parah masa penumpang tunggu in 2 jam nga masuk akal woi tlg di perbaiki,0
Maxim,baru kali ini seumur hidup dibntakdimarahin smaa pengemudi nyapdhal ngmng baikujungmarah marahditngah jalanudah lobang malah dihatamga bner dah naik motor nyaaa sampe diliatin sma orangdijalanpagimalah ga mood sma tukang ojekbnyk yg bilng mnding gbok dari pada maxim keamanan dan keramahan nya kurang bngttolong di bantu,1
Maxim,pesan car pdhl pake kode voucher driver minta pembayaran normal car ongkos dekat sering minta cancel bike oke apk paling cepat penjemputan ketimbang aplikasi lain tapi bannyak driver gagap baru terus membahayakan membaca map gelagapan,0
Grab,bagus sih murah tapi kadang kasihan sama drivernya biasanya pas promo harga grabcar hemat sama dengan grab yg motor,1
Grab,garb di semarang cukup memuaskan penjemputan sangat cepat dan perjalanan cukup nyaman drivernya sangat nyaman,1
Maxim,driver nya ramah baik saya pelanggan yang punya trauma jatuh dan drivernya mau nurutin untuk pelan pelan saja driver sangat terpercaya terima kasih pak driver sehat sehat terus ya pak,1
Grab,kenapa selalu susah cari pengemudi dan malah dapat pengemudi yg jaraknya jauh nego harga sudah gak bjsa lagi,1
Grab,sya kecewa sya maps y grap susah di buka pakai 2 jari selalu susah lihat posisi driver dari peta,1
Maxim,sejauh ini wort it pake maxim sih dibanding yang ijo2 driver nya pada lelet2 klo jemput dan ribet maxim tinggal bang saya disini gak lama dateng dan driver twu jalan gak ribet,1
Grab,potongan harga di aplikasi penumpang tidak sama dengan driver sehingga terkadang minta ongkos lebih pada penumpang dan setelah melihat ongkos yang didapat oleh driver sangat miris karena bisa berkurang sampai 45 semisal di penumpang harga grab 30rb yg didapat driver hanya 17rb miris sekali,0
Maxim,orangnya ramah dan sosialnya sangat tinggi dijamin puas bagi kalian kalo ketemu driver kayak mbaknyamakasih mbak,1
Maxim,titik dalam map harap di update dari segi titik maps indrive masih jauh lebih bagus kasih fiture foto dalam chat untuk memudahkan konsomen dan driver,1
Maxim,agak kecewa sama drivernya padahal udah tertera harga dari lokasi ke tujuan cuma 35000 tapi driver malah pilih jalan yang lebih jauh untuk sampai ke tujuan dan harganya di naikin jadi 42000,0
Grab,ini ada apa ya sama grab susah bener cari cs live soal mau aktifin grab pay later dari kemarin eror mulu,1
Grab,saya pesen grab car supir nya di lempar2 terus maksudnya gimana inibikin kerja saya telattolong dong kerjasama nya kalau ga niat kerja gausah kerja bikin orang telat aja,1
Grab,tolong driver grab untuk diedukasi terkait tarif krna ngeluh trs n menjebak penumpang mnta tambhan ongkos 20ribu n ketika sudah jalan minta dimatikan aplikasi untuk dibayar tunai atau tf langsung ke driver,0
Maxim,saya sangat kecewa dengan driver maxim yang ugalan karna menyetir ugalan apa lagi sampai pukul penumpang sangat kecewa mohon untuk pihak maxim mengurus pada driver yang ugalan agar tidak kejadian seperti saya,1
Maxim,pengemudi khofifatus sholihah dengan motorcycle warna putih nopol s3878or selamat menikmati perjalanan anda rating 400 pengemudi khofifatus sholihah dengan motorcycle warna putih nopol s3878or selamat menikmati perjalanan anda rating 400,0
Grab,aplikasi termahal dikotaku cikampekkalo mau bersaing dgn aplikasi lain dan gk ditinggal customeradakan layanan hemat lagi dong kayak 2bulan kebelakang sekarang tarifnya 15rb tapi saya tanya driver katanya cuma dapet 8rb,1
Maxim,setelah update udah gak bisa liat posisi driver yang ada di sekitar kita mohon di tampilkan lagi posisi dirver di maps seperti sebelumnya terimakasih,0
Maxim,sejauh ini saya dapat driver yg baik ramah terimakasih untuk para driver maxim atas pengalaman hidup yg sangat berarti skali lagi trimakasih,1
Maxim,driver nya ngga taat aturan lalu lintas udah tau macet eh dia nyelonong hampir nabrak orang dikasih tau malah marah aneh,1
Maxim,penjemputan penumpang cepat kendaraan yang digunakan juga mantap pengemudi baik dan sopan terima kasih maxim dan pengemudinya,1
Maxim,sangat tidak worth it masa iya sudah siang driver nya tidak ada kembalian uang dan ada yang tidak menggunakan seragam maxim saya kecewa sudah berkali kali kena di maxim ini,1
Maxim,klo untuk maxim motor sih udh mantaap banget tapi klo untuk maxim mobilnya kurang baik kadang milih argo dan jarak penjemputan suka banget di cancel ga jelas dari drivernya harus di perbaiki lagi jasa maxim untuk driver mobilnya,1
Grab,trimkasih banyak selama ini bertahun tahun aplikasi grab beserta para bapak drivernya sudah membantu saya sebagai sarana dalam beraktivitas begitu juga untuk makan dan minum sayasukses selalu mmuaahhtks tuhan yesus memberkati kita semuaamen,1
Maxim,aplikasi mantap krna aplikasi ini transportasi ku jdi lbih mudahtrima ksih saya ucapkan kpd pihak maxim,1
Maxim,untuk di bandara ada tambahan biaya admin parkir yg kalau ditotal jadi lebih mahal dari gocar grabcar,1
Grab,pesan grap mobilnya stikernya maxim setelah datang minta bayar offline saja alasan jam sepi dan baliknya gak akan dapat penumpang ya sudah saya gak jadi pake grab,0
Grab,maaf saya pernah kena damprat driver grab karena saya minta tunggu 5menit bener2 didamprat sampek telpon marah2 karena memang lokasi agak masuk2 dan saya masih komunikasikan sama temen saya yang perlu jemputan,0
Grab,semuanya sudah baik semoga semakin baik sejalan dengan berkembangnya teknologi yang masih kurang dalam informasi waktu penjemputan kadang tertulis dilayar 5 menit tapi driver yang mengambil tiba ditempat penjemputan 15 menit,0
Grab,dikasih driver yg naikin harga gk sesuai aplikasi padahal dengan kesadaran diri pasti akan di kasih tip lebih cuman kali ini dapet driver yg tidak jujur kejadiannya ketika saya pulang dari kereta cepat mau ke jakbar,1
Maxim,driver harus di pilih2 yg baik2 akhlaknya barusan dpt ojol sdh marah 2 minta ongkir 2x lipat gilaaaa,1
Grab,tolong untuk semua para driver grab tolong sediakan uang kembalian ya saya sehari pake grab 4 kali dan semua driver bilang tidak ada uang kembalian atau ada uang yg kecil,1
Grab,trauma pake grab masa penumpang gatau jalan dimarah marahin ngejalaninnya ngebut gimana sih kecewa berat padahal udah percaya pake grab tapi malah dibuat kecewa,1
Grab,kepada grab kenapa kok mapnya beda sama yg di google mao pesen titiknya bingung karna beda sama yg di google map takut nanti drivernya bingung coba di perbaiki mapnya,0
Grab,sangat susah mengguna apk ini saya harus menunggu berjamjam itu pun tidak di terima sombong sekali driver nya ini semua susah payah sekali ga beres ga jelas,1
Grab,dimana saat kondisi hujan driver tidak mau menerima dan aplikasi di hidupkan sama driverkalok tidak menerima setidaknya di offkan aplikasinya dan dengan alasan hujan meminta tips lebih,1
Maxim,banyak penyusup hati hati banyak juga yang nipu saya udah 2 kali soal e tetep grabgojek pemenangya ada harga ada kualitas pelayanan juga,1
Grab,bagusminta tolong lebih banyak promo untuk mobil dan sepeda motor supaya bisa menikmati perjalanan dengan hemat dan nyaman terima kasih,1
Grab,kenapa perasaan kok semakin mahal ya padahal jaraknya juga nggak jauhjauh amat apalagi grab car nya kadang nggak ngotak harganya,1
Maxim,saran aja buat hrd driver maximtolong sebelum ngerekrut orangitu kepribadian sama ahklak pelamar di tes jugarata driver maxim pada nyolot dan ga beretikakayak preman semua,1
Maxim,driver pilihpilih pembayaran menggunakan ewallet tdk ada yg mau tpi klo pke tunai minta lebih susah juga nyari driver yg mau jemput alasannya jauh terus minta naik harga,1
Grab,tidak lengkap daftar lokasi khusus deli serdang map titik jemputan atau alamat yg di butuhkan jga tidak tersedia gmana mau pakai untuk transportasi dan bisnis model gni,0
Maxim,sempurna buat pak sopir nyamau nganterin sampe depan rumah walaupun di pelosok desaberkah selalu pak sopir semoga di lancarkan terus usaha dan rejekinya,1
Grab,grab skrg lemot lelet ga cpt respon kaya dulu mau cancel krn salah tujuan jg loading lama banget keburu drivernya datang,1
Grab,selama ini saya selalu pakai aplikasi grab oke ajj ga ada kendala apa tidak ada keluhan apa kadang ada diskon hahahaa mantap semoga selalu meningkatkan kualitas aplikasi dan driver nya yg lebih penting terimaakasih,1
Grab,saya sengaja milih ongkir yang agak murah tapi malah error nah pas saya milih ongkir yang mahal kenapa malah lancar padahal sinyal bagus waktu saya pilih ongkir yang murah,1
Grab,titik mapnya tolong di benerin dong sesuai sama google males banget harus debat sama driver karena ga sesuai titik alamat sudah bener padahal,0
Maxim,tolong dong untuk penyedia aplikasi dibenahi maps yg di aplikasi nya biar user dan driver tidak kebingungan masa maps nya diputerin puterin pdahal bisa pakai jalan yang umum dilewati orangorang,0
Maxim,untuk penitikan lokasi jemputtujuan tidak bisa nitik manual kalau ada patokan lokasi bisa input manual input lokasi sering lokasi tidak tersedia coba belajar dari grab gojek,0
Grab,drivernya ga jelas sudah nunggu lama malah dicancle lebih diperbaiki drivernya kalau tidak mumpuni tolong dipecat saja,1
Grab,sebenarnya grab sangat membantucuma setiap mo bayar pke duit lbih selalu bilng ga ada kmbalianaph itu udh trik nya padahal klu driver nya siap kmbalian brapa punaku selalu lebihintpi harus konsisten juga jgn mau lbihan selalu bilng ga ada kmbalian,1
Grab,tolang para pelanggan terrsayang mohon diperhatikanlah si abang drivernya iya dah pake banyak diskon dari grab masa ngasih parkir 2rb aja sepele bnget yaampun,1
Maxim,sorry to say saya berdebat dengan pengendara karna ga punya attitude dengan cara membohongi pelanggan saya sering kasih uang lebih tanpa di minta pembayaran di aplikasi dengan yang di katakan pengemudi jauh berbeda,1
Grab,dididik ya driver nya jangan gatel nanya nanyain halhal ga penting kek emang perlu bgt nanya privasi boleh gue spill ga nama driver sama plat nya disini wkwk,0
Grab,kasih opsi agar ttp bisa di gunakan walau belum update kadang lagi kepepet sinyal lemot jadi kelamaan mau nyari driver,1
Grab,kurang suka dengan grab karna ada satu driver yang sya ga kenal tiba nuduh sya dengan nama opik sedangkan sya ga tau opik siapa mana ada kata begonya pas sya mau bls chatnya ternyata di akhiri,0
Grab,jika ga bisa jd driver ga usah masa driver minta cancel kita juga yg menanggung kenaikan tarif padahal gw pengguna aplikasi grab,0
Maxim,terima kasih buat abang maxim nya udh ramah sama penumpang udh mau nunggu juga jarang dapet ojol yg ramah seperti ini pokonya the best,1
Maxim,maxim ini sudah bagus apk nya tapi tolong demi kenyamanan bersama di perbaiki lagi titik lokasi nya driver suka marah sama saya karena titik tidak sesuai ujung ujungnya saya harus memberi biaya tambahan karna tidak sesuai titik,0
Grab,kacau banget kecewa saya hanya ingin beri tahu untuk semua driver mobil jangan apa apa lewat tol padahal lewat jalur biasa aja bisa niat mau hemat malah boros karena harus bayar tol,1
Maxim,driver sangat ramah cpt respon dn sangat tenang bawa kendaraan ny makanya saya ksh bintang 5,1
Grab,buruk mapsnya gak jalan sekalinya jalan tidak lancar alias stuck stuck jadi tiba tiba sampe aja drivernya jadi kita taunya driver tidak jalan,0
Grab,map yg di grab car tidak sesuai titik jemputnya serta titik sampainya tolong diperbaiki agar singkron dengan titik jemput n sampainya kasihan drivernya di ajak muter2 sama map grab karena tidak sesuai,0
Maxim,aku suka sama bapa nya lemah lembut sopan baik banget enak bawa motor nya pelan gitu thee besttt buat bapa semoga dapet menumpang banyak semoga lancar rezeki nya aamiin,1
Maxim,pelayannnya mantep aku pengguna gojek beralih ke maxim overall aku puas banget sama pelayanan di maxim,1
Maxim,driver sangat baik ramah penjeputan cepat bawa motornya halus sangat nyaman berkendara dgn maxim,1
Maxim,saya pesan ojek 1830 tapi kok dapet ojek yg 5km lebih jaraknya waktu tempuh seharusnya cuman 1015 menit jadi 40mnt 1 jam padahal banyak ojek yg jarak dari saya cuman 500 meter telat masuk kelas saya nya gara2 ini,0
Grab,kasihan driver kena potongan nya gede banget tolong lah kasihan ke mitra driver nya tolong di perhatikan kesejahteraannya,1
Maxim,min mohon bantuan nya saya tidk bisa login ke akun taxse driver sayasoalnya nomer hp sya sudah tidak aktif,0
Grab,di tanggal 7 feb 2025 masih sering kena biaya rp 8000 untuk grab ride mulai tanggal 10 feb 2025 sekarang kena rp 11000 padahal pindah ke grab karena murah tapi ya ga ada beda sama aplikasi sebelah,0
Grab,haduhhhh grab gimana ini saya lagi urgent malah di cancel terus sama driver udah hampir 2jam nunggu gaada yg pasti,0
Grab,dikasih driver yg jauh terus sedangkan driver grab di sebrang jln banyak ga ngerti lgi sama apk ini,1
Grab,tolong rute perjalanan lebih diperhatikan ngga jarang driver justru diarahkan melewati rute yang jauh sampe ada yang muter,1
Grab,saya setiap hari menggunakan grab aplikasi sangat bagus nyaman driver nya juga fast respon tapi terkadang kalau sedang hujan aplikasi ini suka loading lama,1
Maxim,ramahsabardan hati2 bawa penumpangmenjemput sampai ditempat walaupun tidak sesuai titik karena lokasi kami susah dpt titik yg tepatberpatokan saja sekolahkantor kelurahansehat2 semua driver sukacita bawa penumpang,1
